                                 albun_id               artist_id
0                                    None                    None
1    spotify:album:6Fr2rQkZ383FcMqFyT7yPr  1uNFoZAHBGtllmzznpCI3s
2    spotify:album:2aTOwGU66ocsf8IQpOI0XZ  13y7CgLHjMVRMDqxdx0Xdo
3    spotify:album:5EYjLknce4IokrBlbjSDLk  5rSXSAkZ67PYJSvpUpkOr7
4    spotify:album:2VVvm4zJlUQm9XmBCvGN6z  3wyVrVrFCkukjdVIdirGVY
5    spotify:album:1KOmHyNLuOe5YrPhD3Juuf  6fOMl44jA4Sp5b9PpYCkzz
6    spotify:album:6GBu7GU6dztLYlZuUHiwA2  3BmGtnKgCSGYIUhmivXKWX
7    spotify:album:1lhNch5NkOONvFhRPh8qaj  718COspgdWOnwOFpJHRZHS
8    spotify:album:6twKQ0EsUJHVlAr6XBylrj  20JZFwl6HVl6yg8a4H3ZqK
9    spotify:album:6QdCohkHKNTVoaSx1ZzitH  2ye2Wgw4gimLv2eAKyk1NB
10   spotify:album:7GjG91tyHQNGEHzKJaqOi0  26VFTg2z8YR0cCuwLzESi2
11   spotify:album:4oCGmYsAQOWt2ACWTpNUU6  163tK9Wjr9P9DmM0AVK7lm
12   spotify:album:3My4DXwRjAS5HXontsJx1A  6ZjFtWeHP9XN7FeKSUe80S
13   spotify:album:7gmak9ZGm10y4PtZa9SBQn  1Mxqyy3pSjf8kZZL4QVxS0
14   spotify:album:5lAFtj2EwOiV0Rp7PrqbOU  0YWxKQj2Go9CGHCp77UOyy
15   spotify:album:4kqXw1yf9EKamws0zCarGt  6cXMpsP9x0SH4kFfMyVezF
16   spotify:album:71QyofYesSsRMwFOTafnhB  1anyVhU62p31KFi8MEzkbf
17   spotify:album:278c24ae4JsSRpOEzlaghQ  7wlFDEWiM5OoIAt8RSli8b
18   spotify:album:2i9W1XdzepsyFq3DkqXXzy  0LyfQWJT6nXafLPZqxe9Of
19   spotify:album:68FGnF6LTrgtYHQDVgPkZL  0LyfQWJT6nXafLPZqxe9Of
20   spotify:album:6hPkbAV3ZXpGZBGUvL6jVM  6XyY86QOPPrYVGvF9ch6wz
21   spotify:album:6b7ycwe2rxq6FkaupNuGoS  3WrFJ7ztbogyGnTHbHJFl2
22   spotify:album:1IbfOjLqUSkhtXLpX31WZq  0u2FHSq3ln94y5Q57xazwf
23   spotify:album:51s30K7a36ORx6AAaPBRRY  53XhwfbYqKCa1cC15pYq2q
24   spotify:album:7CAAClnSiXdMibPT1oyl4k  5ZS223C6JyBfXasXxrRqOk
25   spotify:album:1EiBrlQW6W6H1mZI4N7Ne4  1eEfMU2AhEo7XnKgL7c304
26   spotify:album:6uSnHSIBGKUiW1uKQLYZ7w  4NpFxQe2UvRCAjto3JqlSl
27   spotify:album:0DB01cPUt66gHPLL1JcdQq  5WUlDfRSoLAfcVSX1WnrxN
28   spotify:album:4VzzEviJGYUtAeSsJlI9QB  4kI8Ie27vjvonwaB2ePh8T
29   spotify:album:0K4pIOOsfJ9lK8OjrZfXzd  4dpARuHxo51G3z768sgnrY
..                                    ...                     ...
126  spotify:album:72qA6s4fjF8Y2VX1UDMfp2  3JhNCzhSMTxs9WLGJJxWOY
127  spotify:album:4IFpj2jyRcugt1yzH82m3E  0xOeVMOz2fVg5BJY3N6akT
128  spotify:album:40GMAhriYJRO1rsY4YdrZb  3TVXtAsR1Inumwj472S9r4
129  spotify:album:1WBZyULtlANBKed7Zf9cDP  1ZwdS5xdxEREPySFridCfh
130  spotify:album:4PgleR09JVnm3zY1fW3XBA  0du5cEVh5yTK9QJze8zA0C
131  spotify:album:63MKT9hwmiMFFdFp5SdB1p  1uNFoZAHBGtllmzznpCI3s
132  spotify:album:2aPGOorWvDqkyMyIMtx2L5  5dr7fkIRO4K14g7U8SCue5
133  spotify:album:6BOQkxcHspMoRWEwEexf4l  3vbKDsSS70ZX9D2OcvbZmS
134  spotify:album:7gsWAHLeT0w7es6FofOXk1  5K4W6rqBFWDnAN6FQUkS6x
135  spotify:album:2Jg7JZ0ZXOGje1bkq7CVgK  2wY79sveU1sp5g7SokKOiI
136  spotify:album:2cWBwpqMsDJC1ZUwz813lo  7dGJo4pcD2V6oG8kP0tJRR
137  spotify:album:5s0rmjP8XOPhP6HhqOhuyC  246dkjvS1zLTtiykXe5h60
138  spotify:album:1IwTlARBAG1aVi9uIBmZqm  4mxWe1mtYIYfP040G38yvS
139  spotify:album:7lxHnls3yQNl8B9bILmHj7  4YLtscXsxbVgi031ovDDdh
140  spotify:album:4Rk63Jz61wwbmQru0PdltI  0LyfQWJT6nXafLPZqxe9Of
141  spotify:album:7hwhuEQT4Fp5bzwLlYZtiz  1KCSPY1glIKqW2TotWuXOR
142  spotify:album:5DL2Z5x7UJsWH1HhE9j8nd  3e7awlrlDSwF3iM0WBjGMp
143  spotify:album:7ae73nWyKrrH9wwGm97RIA  6Xgp2XMz1fhVYe7i6yNAax
144  spotify:album:1DTBcVfk3zXPHRmgpY6rFZ  4MoAOfV4ROWofLG3a3hhBN
145  spotify:album:2QJmrSgbdM35R67eoGQo4j  06HL4z0CvFAxyc27GXpf02
146  spotify:album:0V7c0hnrLUFJyHNtjiAT2E  2kucQ9jQwuD8jWdtR9Ef38
147  spotify:album:0ybUMi0SERu1UqtTivSSFb  7EK1bQADBoqbYXnT4Cqv9w
148  spotify:album:29big2asVjHGaNijZP9dDU  6I3M904Y9IwgDjrQ9pANiB
149  spotify:album:6HrJ1inCYhLfhENJlNbSEf  2ye2Wgw4gimLv2eAKyk1NB
150  spotify:album:0P3oVJBFOv3TDXlYRhGL7s  1Xyo4u8uXC1ZmMpatF05PJ
151  spotify:album:187UNqZ7MX3neMYkkevmdm  1RyvyyTE3xzB2ZywiAwp0i
152  spotify:album:4JPguzRps3kuWDD5GS6oXr  69GGBxA162lTqCwzJG5jLp
153  spotify:album:5JWR4pqfxra6JEeUqNMPO7  32vWCbZh0xZ4o9gkz4PsEU
154  spotify:album:2sCwWLX6DJgjCACS0iEBHD  21WS9wngs9AqFckK7yYJPM
155  spotify:album:1HiN2YXZcc3EjmVZ4WjfBk  4xRYI6VqpkE3UwrDrAZL8L

[156 rows x 2 columns]
                  artist_id                        name    follower  \
135                                   [dance pop, pop]   
136   [detroit hip hop, g funk, hip hop, pop rap, rap]   
137                                     [pop rap, rap]   
138  [contemporary country, country, country christ...   
139      [contemporary country, country, country road]   
140                                                 []   
141                    [dance pop, pop, post-teen pop]   
142       [dance pop, pop, post-teen pop, talent show]   
143                                                 []   
144  [contemporary country, country, country road, ...   
145     [dance pop, pop, pop christmas, post-teen pop]   
146                             [contemporary country]   
147  [adult standards, country christmas, folk, fol...   
148                      [jazz christmas, smooth jazz]   
149  [alternative metal, alternative rock, hard roc...   
150                           [canadian pop, pop, rap]   
151       [pop rap, rap, southern hip hop, trap music]   
152                         [edm, pop, tropical house]   
153  [country, country christmas, country dawn, tra...   
154  [dwn trap, pop rap, rap, southern hip hop, tra...   
155                                     [pop rap, rap]   

                 spotify_id  \
0                      None   
1    1uNFoZAHBGtllmzznpCI3s   
2    13y7CgLHjMVRMDqxdx0Xdo   
3    5rSXSAkZ67PYJSvpUpkOr7   
4    3wyVrVrFCkukjdVIdirGVY   
5    6fOMl44jA4Sp5b9PpYCkzz   
6    3BmGtnKgCSGYIUhmivXKWX   
7    718COspgdWOnwOFpJHRZHS   
8    20JZFwl6HVl6yg8a4H3ZqK   
9    2ye2Wgw4gimLv2eAKyk1NB   
10   26VFTg2z8YR0cCuwLzESi2   
11   163tK9Wjr9P9DmM0AVK7lm   
12   6ZjFtWeHP9XN7FeKSUe80S   
13   1Mxqyy3pSjf8kZZL4QVxS0   
14   0YWxKQj2Go9CGHCp77UOyy   
15   6cXMpsP9x0SH4kFfMyVezF   
16   1anyVhU62p31KFi8MEzkbf   
17   7wlFDEWiM5OoIAt8RSli8b   
18   0LyfQWJT6nXafLPZqxe9Of   
19   0LyfQWJT6nXafLPZqxe9Of   
20   6XyY86QOPPrYVGvF9ch6wz   
21   3WrFJ7ztbogyGnTHbHJFl2   
22   0u2FHSq3ln94y5Q57xazwf   
23   53XhwfbYqKCa1cC15pYq2q   
24   5ZS223C6JyBfXasXxrRqOk   
25   1eEfMU2AhEo7XnKgL7c304   
26   4NpFxQe2UvRCAjto3JqlSl   
27   5WUlDfRSoLAfcVSX1WnrxN   
28   4kI8Ie27vjvonwaB2ePh8T   
29   4dpARuHxo51G3z768sgnrY   
..                      ...   
126  3JhNCzhSMTxs9WLGJJxWOY   
127  0xOeVMOz2fVg5BJY3N6akT   
128  3TVXtAsR1Inumwj472S9r4   
129  1ZwdS5xdxEREPySFridCfh   
130  0du5cEVh5yTK9QJze8zA0C   
131  1uNFoZAHBGtllmzznpCI3s   
132  5dr7fkIRO4K14g7U8SCue5   
133  3vbKDsSS70ZX9D2OcvbZmS   
134  5K4W6rqBFWDnAN6FQUkS6x   
135  2wY79sveU1sp5g7SokKOiI   
136  7dGJo4pcD2V6oG8kP0tJRR   
137  246dkjvS1zLTtiykXe5h60   
138  4mxWe1mtYIYfP040G38yvS   
139  4YLtscXsxbVgi031ovDDdh   
140  0LyfQWJT6nXafLPZqxe9Of   
141  1KCSPY1glIKqW2TotWuXOR   
142  3e7awlrlDSwF3iM0WBjGMp   
143  6Xgp2XMz1fhVYe7i6yNAax   
144  4MoAOfV4ROWofLG3a3hhBN   
145  06HL4z0CvFAxyc27GXpf02   
146  2kucQ9jQwuD8jWdtR9Ef38   
147  7EK1bQADBoqbYXnT4Cqv9w   
148  6I3M904Y9IwgDjrQ9pANiB   
149  2ye2Wgw4gimLv2eAKyk1NB   
150  1Xyo4u8uXC1ZmMpatF05PJ   
151  1RyvyyTE3xzB2ZywiAwp0i   
152  69GGBxA162lTqCwzJG5jLp   
153  32vWCbZh0xZ4o9gkz4PsEU   
154  21WS9wngs9AqFckK7yYJPM   
155  4xRYI6VqpkE3UwrDrAZL8L   

                                                 image  popularity  \
0                                                 None         NaN   
1    [{u'url': u'https://i.scdn.co/image/5c3cf2ee34...        96.0   
2    [{u'url': u'https://i.scdn.co/image/e8eeadc550...        93.0   
3    [{u'url': u'https://i.scdn.co/image/44b684507a...        80.0   
4    [{u'url': u'https://i.scdn.co/image/5d7efd90ad...        91.0   
5    [{u'url': u'https://i.scdn.co/image/1a1fb853d0...        89.0   
6    [{u'url': u'https://i.scdn.co/image/0e874611a1...        84.0   
7    [{u'url': u'https://i.scdn.co/image/f511c43d76...        77.0   
8    [{u'url': u'https://i.scdn.co/image/13d0de938c...        85.0   
9    [{u'url': u'https://i.scdn.co/image/5a06711d7f...        86.0   
10   [{u'url': u'https://i.scdn.co/image/cdc0a00dd1...        90.0   
11   [{u'url': u'https://i.scdn.co/image/d25fc756cd...        86.0   
12   [{u'url': u'https://i.scdn.co/image/bce578f0f9...        85.0   
13   [{u'url': u'https://i.scdn.co/image/fc4e0f474f...        87.0   
14   [{u'url': u'https://i.scdn.co/image/6e1c2c7512...        77.0   
15   [{u'url': u'https://i.scdn.co/image/8f9908fa0d...        73.0   
16   [{u'url': u'https://i.scdn.co/image/f5aceffb43...        87.0   
17   [{u'url': u'https://i.scdn.co/image/70f331108f...        81.0   
18                                                  []         0.0   
19                                                  []         0.0   
20   [{u'url': u'https://i.scdn.co/image/1685533969...        90.0   
21   [{u'url': u'https://i.scdn.co/image/197cff8076...        89.0   
22   [{u'url': u'https://i.scdn.co/image/c52bf07a01...        78.0   
23   [{u'url': u'https://i.scdn.co/image/de3c2c4f4e...        93.0   
24   [{u'url': u'https://i.scdn.co/image/ec0acd56a9...        84.0   
25   [{u'url': u'https://i.scdn.co/image/ed45f57533...        76.0   
26   [{u'url': u'https://i.scdn.co/image/26953695e4...        67.0   
27   [{u'url': u'https://i.scdn.co/image/0520ee7557...        93.0   
28   [{u'url': u'https://i.scdn.co/image/14986410ca...        85.0   
29   [{u'url': u'https://i.scdn.co/image/ccbe7b4fef...        87.0   
..                                                 ...         ...   
126  [{u'url': u'https://i.scdn.co/image/548c808ed4...        87.0   
127  [{u'url': u'https://i.scdn.co/image/9a2ebadd16...        82.0   
128  [{u'url': u'https://i.scdn.co/image/cb080366dc...        98.0   
129  [{u'url': u'https://i.scdn.co/image/fdb2382075...        83.0   
130  [{u'url': u'https://i.scdn.co/image/aa32d6d4ca...        92.0   
131  [{u'url': u'https://i.scdn.co/image/5c3cf2ee34...        96.0   
132  [{u'url': u'https://i.scdn.co/image/10bd9f90a2...        45.0   
133  [{u'url': u'https://i.scdn.co/image/0f9a6de963...        75.0   
134  [{u'url': u'https://i.scdn.co/image/a57e5f1919...        92.0   
135  [{u'url': u'https://i.scdn.co/image/6318ebb61a...        96.0   
136  [{u'url': u'https://i.scdn.co/image/6c3ecb13aa...        95.0   
137  [{u'url': u'https://i.scdn.co/image/3fc1d32020...        99.0   
138  [{u'url': u'https://i.scdn.co/image/42c9789b6b...        75.0   
139  [{u'url': u'https://i.scdn.co/image/e11519e9cd...        80.0   
140                                                 []         0.0   
141  [{u'url': u'https://i.scdn.co/image/afc2d276d9...        89.0   
142  [{u'url': u'https://i.scdn.co/image/aa8c3147f9...        87.0   
143  [{u'url': u'https://i.scdn.co/image/03a50162b3...        85.0   
144  [{u'url': u'https://i.scdn.co/image/3d4f9f694c...        76.0   
145  [{u'url': u'https://i.scdn.co/image/bdaeccb035...        95.0   
146  [{u'url': u'https://i.scdn.co/image/9274931306...        80.0   
147  [{u'url': u'https://i.scdn.co/image/008be1fdf0...        74.0   
148  [{u'url': u'https://i.scdn.co/image/0b4efeba9b...        70.0   
149  [{u'url': u'https://i.scdn.co/image/5a06711d7f...        86.0   
150  [{u'url': u'https://i.scdn.co/image/a1bbafd8c2...        94.0   
151  [{u'url': u'https://i.scdn.co/image/5edf0373e8...        95.0   
152  [{u'url': u'https://i.scdn.co/image/6735a98c7c...        90.0   
153  [{u'url': u'https://i.scdn.co/image/fe6a6334ee...        73.0   
154  [{u'url': u'https://i.scdn.co/image/a560bd71cd...        86.0   
155  [{u'url': u'https://i.scdn.co/image/9aab47129b...        90.0   

                                        related_artist  
0                                                 None  
1    [[Cody Simpson], [One Direction], [Nick Jonas]...  
2    [[Waka Flocka Flame], [Yo Gotti], [2 Chainz], ...  
3    [[*NSYNC], [O-Town], [Five], [Westlife], [Sava...  
4    [[Smokepurpp], [Ugly God], [Jay Critch], [SahB...  
5    [[KB], [Nate Feuerstein], [Nathan Feuerstein],...  
6    [[Hilary Duff], [Jordin Sparks], [Ashlee Simps...  
7    [[Chase Rice], [Dylan Schneider], [Seth Ennis]...  
8    [[Fall Out Boy], [All Time Low], [My Chemical ...  
9    [[Megadeth], [Slayer], [Pantera], [Anthrax], [...  
10   [[Kesha], [Rachel Platten], [JoJo], [Taylor Sw...  
11   [[Halsey], [M?], [Broods], [HAIM], [Tove Lo], ...  
12   [[Perry Como], [Dinah Shore], [Jimmy Durante],...  
13   [[Dean Martin], [Ella Fitzgerald], [Bobby Dari...  
14   [[Beanie Sigel], [Lloyd Banks], [Juelz Santana...  
15   [[Katherine Jenkins], [Jackie Evancho], [Il Di...  
16   [[Vic Mensa], [Ab-Soul], [Isaiah Rashad], [Mic...  
17   [[YFN Lucci], [Blac Youngsta], [Jay Critch], [...  
18                                                  []  
19                                                  []  
20   [[Papa Roach], [Limp Bizkit], [Breaking Benjam...  
21   [[George Harrison], [John Lennon], [Paul McCar...  
22   [[Little Big Town], [Dierks Bentley], [Rascal ...  
